"USPS","GEOID","POP00","HU00","ALAND","AWATER","ALAND_SQMI","AWATER_SQMI","INTPTLAT","INTPTLONG","COUNTY","dcbd","countycode","statecode","tract00"
"TX","48157670300",3792,1193,2937055,0,1.134,0,29.596678,-95.488188,"Fort Bend",13.3442890050307,"157","48","670300"
"TX","48157670400",4229,1384,2638048,0,1.0186,0,29.60643,-95.501993,"Fort Bend",13.2579138277865,"157","48","670400"
"TX","48157670500",4328,1365,5509283,0,2.1271,0,29.608992,-95.522562,"Fort Bend",13.8981187406377,"157","48","670500"
"TX","48157670600",10442,3252,7200682,0,2.7802,0,29.592378,-95.513744,"Fort Bend",14.4575831720791,"157","48","670600"
"TX","48157670700",2798,923,29608710,0,11.432,0,29.563094,-95.488245,"Fort Bend",15.358733484496,"157","48","670700"
"TX","48157670800",5532,1696,14677264,0,5.6669,0,29.523702,-95.456663,"Fort Bend",17.145779119617,"157","48","670800"
"TX","48157670900",7730,2337,23250580,925536,8.9771,0.3574,29.553029,-95.524877,"Fort Bend",17.0708342811782,"157","48","670900"
"TX","48157671000",11938,4372,8657641,114191,3.3427,0.0441,29.575659,-95.545879,"Fort Bend",16.5583909202121,"157","48","671000"
"TX","48157671100",6171,1971,7138079,0,2.756,0,29.592835,-95.544141,"Fort Bend",15.5930711150613,"157","48","671100"
"TX","48157671200",5257,1605,3213687,0,1.2408,0,29.605678,-95.53689,"Fort Bend",14.6457900819615,"157","48","671200"
"TX","48157671300",2924,959,2549930,0,0.9845,0,29.613198,-95.552876,"Fort Bend",14.9612395407038,"157","48","671300"
"TX","48157671400",3792,1445,3357667,42293,1.2964,0.0163,29.614232,-95.573404,"Fort Bend",15.8422843509412,"157","48","671400"
"TX","48157671500",7964,2459,5988847,240284,2.3123,0.0928,29.59216,-95.57496,"Fort Bend",16.9219527147112,"157","48","671500"
"TX","48157671600",11101,3945,5291889,119158,2.0432,0.046,29.596803,-95.598737,"Fort Bend",17.7814618788291,"157","48","671600"
"TX","48157671700",5408,2048,6251376,106413,2.4137,0.0411,29.609657,-95.595658,"Fort Bend",17.0842096007529,"157","48","671700"
"TX","48157671800",2301,883,12638624,0,4.8798,0,29.629954,-95.556871,"Fort Bend",14.3871337771502,"157","48","671800"
"TX","48157671900",4418,1513,2141002,0,0.8266,0,29.653051,-95.587728,"Fort Bend",15.026583325518,"157","48","671900"
"TX","48157672000",11437,4647,12201559,0,4.711,0,29.648922,-95.605653,"Fort Bend",16.1054385661739,"157","48","672000"
"TX","48157672100",4545,1715,6554003,1091829,2.5305,0.4216,29.614772,-95.624432,"Fort Bend",18.2872449578518,"157","48","672100"
"TX","48157672200",3297,1094,6146670,492609,2.3732,0.1902,29.625943,-95.635584,"Fort Bend",18.4497235272523,"157","48","672200"
"TX","48157672300",8673,2959,7660625,120775,2.9578,0.0466,29.645095,-95.628924,"Fort Bend",17.4638513756896,"157","48","672300"
"TX","48157672400",7799,2326,4196226,0,1.6202,0,29.671029,-95.632589,"Fort Bend",16.9275946720985,"157","48","672400"
"TX","48157672500",6673,2019,2552754,0,0.9856,0,29.685247,-95.65526,"Fort Bend",17.891343604177,"157","48","672500"
"TX","48157672600",12485,3659,5836849,0,2.2536,0,29.692517,-95.672228,"Fort Bend",18.7355430862079,"157","48","672600"
"TX","48157672700",9931,3035,14763401,0,5.7002,0,29.648484,-95.661416,"Fort Bend",19.123794446171,"157","48","672700"
"TX","48157672800",2009,792,10883411,539341,4.2021,0.2082,29.629005,-95.655923,"Fort Bend",19.414393552394,"157","48","672800"
"TX","48157672900",2145,744,48066847,225533,18.5587,0.0871,29.680497,-95.701653,"Fort Bend",20.6557127436269,"157","48","672900"
"TX","48157673000",13263,4229,27148871,0,10.4822,0,29.729274,-95.750318,"Fort Bend",22.9215160923425,"157","48","673000"
"TX","48157673100",5613,2035,63583304,159652,24.5497,0.0616,29.764886,-95.813555,"Fort Bend",26.6104725151447,"157","48","673100"
"TX","48157673200",1946,770,120740958,2600898,46.6183,1.0042,29.705986,-95.943646,"Fort Bend",34.6200466719636,"157","48","673200"
"TX","48157673300",2634,991,124747621,2224366,48.1653,0.8588,29.669493,-95.908732,"Fort Bend",32.9305848641829,"157","48","673300"
"TX","48157673400",4047,1383,88854417,626485,34.3069,0.2419,29.639078,-95.777017,"Fort Bend",25.8255698171236,"157","48","673400"
"TX","48157673500",5767,2051,10590509,204140,4.089,0.0788,29.638487,-95.736702,"Fort Bend",23.5653066624235,"157","48","673500"
"TX","48157673600",7208,2383,8388199,0,3.2387,0,29.617431,-95.730173,"Fort Bend",23.7673696446945,"157","48","673600"
"TX","48157673700",2222,21,8628335,0,3.3314,0,29.619733,-95.705226,"Fort Bend",22.3445682424294,"157","48","673700"
"TX","48157673800",6640,2026,13983536,489942,5.3991,0.1892,29.59058,-95.728899,"Fort Bend",24.5298116010216,"157","48","673800"
"TX","48157673900",11449,3031,15361395,83979,5.9311,0.0324,29.595343,-95.661378,"Fort Bend",20.8779589713083,"157","48","673900"
"TX","48157674000",7706,2597,4704530,0,1.8164,0,29.582253,-95.619303,"Fort Bend",19.3735001336995,"157","48","674000"
"TX","48157674100",7920,2544,4094206,0,1.5808,0,29.578574,-95.599775,"Fort Bend",18.6526872822964,"157","48","674100"
"TX","48157674200",5940,1733,5948885,73554,2.2969,0.0284,29.570816,-95.622071,"Fort Bend",20.0098752180483,"157","48","674200"
"TX","48157674300",4585,1457,7694989,117035,2.9711,0.0452,29.571566,-95.579721,"Fort Bend",18.1254091174025,"157","48","674300"
"TX","48157674400",5449,1534,30050952,1415094,11.6027,0.5464,29.550981,-95.602469,"Fort Bend",20.0971097081929,"157","48","674400"
"TX","48157674500",4669,1566,92185244,1362652,35.5929,0.5261,29.502744,-95.498989,"Fort Bend",19.3993266873615,"157","48","674500"
"TX","48157674600",12240,4158,41783022,1275788,16.1325,0.4926,29.547996,-95.674861,"Fort Bend",23.4552546463274,"157","48","674600"
"TX","48157674700",4069,1260,21434996,426390,8.2761,0.1646,29.573759,-95.75071,"Fort Bend",26.2389013031596,"157","48","674700"
"TX","48157674800",5955,2266,3977802,0,1.5358,0,29.568451,-95.771114,"Fort Bend",27.4875279571758,"157","48","674800"
"TX","48157674900",6394,1642,9826987,356514,3.7942,0.1377,29.585882,-95.769344,"Fort Bend",26.8315262249133,"157","48","674900"
"TX","48157675000",3550,1100,4005162,112568,1.5464,0.0435,29.562814,-95.801969,"Fort Bend",29.3033118800175,"157","48","675000"
"TX","48157675100",6176,2102,7557017,0,2.9178,0,29.550018,-95.783421,"Fort Bend",28.759847375132,"157","48","675100"
"TX","48157675200",5267,1942,6287511,0,2.4276,0,29.552398,-95.801722,"Fort Bend",29.6329325489537,"157","48","675200"
"TX","48157675300",6319,2143,9739792,24400,3.7606,0.0094,29.55161,-95.818052,"Fort Bend",30.5197418755801,"157","48","675300"
"TX","48157675400",4196,1422,142053721,606562,54.8473,0.2342,29.513396,-95.874271,"Fort Bend",34.7522261974509,"157","48","675400"
"TX","48157675500",3275,1170,291406027,8328578,112.5125,3.2157,29.498501,-95.699909,"Fort Bend",26.8237068781181,"157","48","675500"
"TX","48157675600",4518,1633,269690665,3573009,104.1282,1.3795,29.390013,-95.743672,"Fort Bend",34.0292884810417,"157","48","675600"
"TX","48157675700",5771,2106,234451884,213335,90.5224,0.0824,29.389595,-95.849384,"Fort Bend",38.5354349375994,"157","48","675700"
"TX","48157675800",3189,1310,326152779,1250009,125.9283,0.4826,29.523092,-95.970613,"Fort Bend",39.6095017445433,"157","48","675800"
"TX","48167720100",4095,1522,6521253,0,2.5179,0,29.537041,-95.215506,"Galveston",17.9747537230142,"167","48","720100"
"TX","48167720200",3965,1643,7403115,0,2.8584,0,29.519955,-95.1885,"Galveston",19.836501879924,"167","48","720200"
"TX","48167720300",8842,2910,14631232,0,5.6492,0,29.505329,-95.210272,"Galveston",20.0330021396488,"167","48","720300"
"TX","48167720400",4336,1272,15122366,0,5.8388,0,29.489396,-95.198527,"Galveston",21.3369482694324,"167","48","720400"
"TX","48167720500",14392,4933,24708193,0,9.5399,0,29.487776,-95.130534,"Galveston",23.6640713404237,"167","48","720500"
"TX","48167720600",3406,1332,54899519,105965,21.1968,0.0409,29.449833,-95.131898,"Galveston",25.7520625519746,"167","48","720600"
"TX","48167720700",5121,2011,13250461,0,5.116,0,29.492944,-95.083536,"Galveston",25.2117352045765,"167","48","720700"
"TX","48167720800",3275,1258,5054389,0,1.9515,0,29.471799,-95.067162,"Galveston",26.9529093846846,"167","48","720800"
"TX","48167720900",5398,2112,6394718,150617,2.469,0.0582,29.459432,-95.058977,"Galveston",27.9165957418838,"167","48","720900"
"TX","48167721000",1946,795,8902765,484548,3.4374,0.1871,29.460423,-95.021561,"Galveston",29.4167271916321,"167","48","721000"
"TX","48167721100",7817,2788,19548211,0,7.5476,0,29.472407,-95.039057,"Galveston",28.087656933822,"167","48","721100"
"TX","48167721200",10280,3790,29956438,0,11.5662,0,29.513014,-95.053738,"Galveston",25.5140980515367,"167","48","721200"
"TX","48167721300",4607,1846,6531312,265077,2.5218,0.1023,29.516543,-95.08568,"Galveston",23.951272233679,"167","48","721300"
"TX","48167721400",6936,2418,7342281,0,2.8349,0,29.53323,-95.046893,"Galveston",24.9185529174515,"167","48","721400"
"TX","48167721500",5775,3267,5812981,2987993,2.2444,1.1537,29.545866,-95.04439,"Galveston",24.4977040890527,"167","48","721500"
"TX","48167721600",2037,928,3449545,230412,1.3319,0.089,29.531133,-95.009693,"Galveston",26.7765920882766,"167","48","721600"
"TX","48167721700",5999,2599,11289714,332155,4.359,0.1282,29.503621,-94.984498,"Galveston",29.12848393071,"167","48","721700"
"TX","48167721800",4151,2190,15077922,465518,5.8216,0.1797,29.484726,-94.9356,"Galveston",32.2624387720833,"167","48","721800"
"TX","48167721900",5751,2342,70289755,4250255,27.139,1.641,29.416799,-94.980545,"Galveston",33.2921916452768,"167","48","721900"
"TX","48167722000",8288,3118,12666554,64581,4.8906,0.0249,29.40782,-94.926351,"Galveston",36.0680358494792,"167","48","722000"
"TX","48167722100",6533,2504,3835235,0,1.4808,0,29.402583,-94.907949,"Galveston",37.1313245246571,"167","48","722100"
"TX","48167722200",3487,1542,2021066,0,0.7803,0,29.389983,-94.901799,"Galveston",37.9892527603886,"167","48","722200"
"TX","48167722300",7394,2806,4153496,0,1.6037,0,29.388833,-94.923849,"Galveston",37.0754580491996,"167","48","722300"
"TX","48167722400",1108,529,35796447,2837200,13.8211,1.0954,29.376984,-94.912199,"Galveston",38.1480251430827,"167","48","722400"
"TX","48167722500",2510,1042,2404879,0,0.9285,0,29.371934,-94.957504,"Galveston",36.4931912074031,"167","48","722500"
"TX","48167722600",1547,643,4589327,0,1.7719,0,29.383533,-94.963998,"Galveston",35.6400852842432,"167","48","722600"
"TX","48167722700",3942,1571,4608831,0,1.7795,0,29.384433,-94.985526,"Galveston",34.7224457186848,"167","48","722700"
"TX","48167722800",2458,1074,2595887,0,1.0023,0,29.366984,-94.96365,"Galveston",36.4977755575363,"167","48","722800"
"TX","48167722900",2633,1107,2080212,0,0.8032,0,29.363584,-94.981731,"Galveston",35.9599780062468,"167","48","722900"
"TX","48167723000",3586,1496,3270479,0,1.2627,0,29.374033,-94.985967,"Galveston",35.2458271069025,"167","48","723000"
"TX","48167723100",3237,1528,4268245,124849,1.648,0.0482,29.390166,-95.014052,"Galveston",33.3033568688464,"167","48","723100"
"TX","48167723200",2748,1210,20767620,24852,8.0184,0.0096,29.372884,-95.023121,"Galveston",33.8914838363537,"167","48","723200"
"TX","48167723300",4081,1597,33764976,195,13.0367,0.0001,29.391877,-95.073302,"Galveston",31.0442645279069,"167","48","723300"
"TX","48167723400",5986,2288,46595562,0,17.9906,0,29.405105,-95.130565,"Galveston",28.4163414286813,"167","48","723400"
"TX","48167723500",9415,3447,69459036,0,26.8183,0,29.366659,-95.111147,"Galveston",31.2998330216797,"167","48","723500"
"TX","48167723600",4131,1620,157755516,5952578,60.9097,2.2983,29.336091,-95.02843,"Galveston",35.7488168147295,"167","48","723600"
"TX","48167723700",2105,929,5770162,268747,2.2279,0.1038,29.335752,-94.971232,"Galveston",37.8422533522824,"167","48","723700"
"TX","48167723800",4198,2375,18829817,899078,7.2702,0.3471,29.325979,-94.939502,"Galveston",39.5853618063891,"167","48","723800"
"TX","48167723900",3853,5425,146717334,720466699,56.6479,278.1738,29.461064,-94.623255,"Galveston",49.3443403049595,"167","48","723900"
"TX","48167724000",1959,635,22533710,36424780,8.7003,14.0637,29.301853,-94.817538,"Galveston",45.8514121355063,"167","48","724000"
"TX","48167724100",1466,968,8887833,313315149,3.4316,120.9717,29.289696,-94.790217,"Galveston",47.6230288210254,"167","48","724100"
"TX","48167724200",3199,1794,861347,275308,0.3326,0.1063,29.317536,-94.770812,"Galveston",47.2114597717726,"167","48","724200"
"TX","48167724300",4530,2258,1567343,0,0.6052,0,29.307029,-94.781169,"Galveston",47.2180927106648,"167","48","724300"
"TX","48167724400",4320,2211,1183777,0,0.4571,0,29.299128,-94.783441,"Galveston",47.4811096703663,"167","48","724400"
"TX","48167724500",1858,612,1033161,0,0.3989,0,29.303478,-94.794924,"Galveston",46.7679152544259,"167","48","724500"
"TX","48167724600",2507,1169,711911,0,0.2749,0,29.297212,-94.807794,"Galveston",46.4971072515718,"167","48","724600"
"TX","48167724700",2622,1284,758788,0,0.293,0,29.294945,-94.799567,"Galveston",46.9644874989369,"167","48","724700"
"TX","48167724800",2014,1033,657120,0,0.2537,0,29.291258,-94.793304,"Galveston",47.4136548183187,"167","48","724800"
"TX","48167724900",2092,967,592852,0,0.2289,0,29.286737,-94.801063,"Galveston",47.2900545031145,"167","48","724900"
"TX","48167725000",2358,1071,716293,0,0.2766,0,29.282937,-94.807878,"Galveston",47.1784363941517,"167","48","725000"
"TX","48167725100",2229,951,802689,0,0.3099,0,29.290908,-94.809418,"Galveston",46.7279121656728,"167","48","725100"
"TX","48167725200",2158,978,618262,0,0.2387,0,29.290537,-94.822895,"Galveston",46.165974244745,"167","48","725200"
"TX","48167725300",2270,992,1007591,296160,0.389,0.1143,29.287037,-94.823625,"Galveston",46.305397582576,"167","48","725300"
"TX","48167725400",3929,1691,1149706,0,0.4439,0,29.282337,-94.821362,"Galveston",46.6314971842627,"167","48","725400"
"TX","48167725500",1322,644,863052,0,0.3332,0,29.276237,-94.817708,"Galveston",47.0856368572388,"167","48","725500"
"TX","48167725600",4751,3007,1873618,45671,0.7234,0.0176,29.266604,-94.833036,"Galveston",46.92342900275,"167","48","725600"
"TX","48167725700",2636,1071,1135116,258801,0.4383,0.0999,29.262287,-94.842288,"Galveston",46.762285283796,"167","48","725700"
"TX","48167725800",3779,2039,2702784,3821560,1.0436,1.4755,29.277326,-94.842404,"Galveston",45.9976510153254,"167","48","725800"
"TX","48167725900",2373,1592,8339003,2154421,3.2197,0.8318,29.263101,-94.854387,"Galveston",46.2307471695289,"167","48","725900"
"TX","48167726000",1690,1012,24396077,49473762,9.4194,19.1019,29.260029,-94.907607,"Galveston",44.3178017240159,"167","48","726000"
"TX","48167726100",2727,3947,41505041,82861562,16.0252,31.993,29.18047,-94.98835,"Galveston",46.1328335872312,"167","48","726100"
"TX","48201100000",6678,1617,3949819,0,1.525,0,29.756478,-95.363281,"Harris",0.461845679363964,"201","48","100000"
"TX","48201210100",5204,87,684287,0,0.2642,0,29.767777,-95.351514,"Harris",1.20788028596846,"201","48","210100"
"TX","48201210200",887,342,1905660,0,0.7358,0,29.773977,-95.350039,"Harris",1.51337047366362,"201","48","210200"
"TX","48201210300",5823,1717,1362419,0,0.526,0,29.778227,-95.358484,"Harris",1.41386523785714,"201","48","210300"
"TX","48201210400",5782,1777,1767023,0,0.6823,0,29.785977,-95.359051,"Harris",1.89023617889342,"201","48","210400"
"TX","48201210500",5317,1626,2116281,0,0.8171,0,29.795676,-95.35803,"Harris",2.54698949781431,"201","48","210500"
"TX","48201210600",6099,2259,2362236,0,0.9121,0,29.806026,-95.363014,"Harris",3.18926346210395,"201","48","210600"
"TX","48201210700",2604,853,1161836,0,0.4486,0,29.806326,-95.353789,"Harris",3.32419181766914,"201","48","210700"
"TX","48201210800",3186,1224,3718248,0,1.4356,0,29.789027,-95.343647,"Harris",2.52896861092807,"201","48","210800"
"TX","48201210900",1829,760,1268329,0,0.4897,0,29.802876,-95.331738,"Harris",3.72200395993333,"201","48","210900"
"TX","48201211000",2178,969,1134655,0,0.4381,0,29.797026,-95.333388,"Harris",3.3460598037365,"201","48","211000"
"TX","48201211100",6723,2463,2372303,0,0.916,0,29.785851,-95.333416,"Harris",2.80367037643942,"201","48","211100"
"TX","48201211200",3590,1505,1704895,0,0.6583,0,29.795176,-95.319413,"Harris",3.86112147851901,"201","48","211200"
"TX","48201211300",5841,2588,2782602,0,1.0744,0,29.777877,-95.327388,"Harris",2.81338556160895,"201","48","211300"
"TX","48201211400",3623,1326,3635247,56659,1.4036,0.0219,29.766727,-95.332163,"Harris",2.29349779017304,"201","48","211400"
"TX","48201211500",7298,2105,5983991,0,2.3104,0,29.767352,-95.296818,"Harris",4.39538721776155,"201","48","211500"
"TX","48201211600",3302,1031,1177219,0,0.4545,0,29.782727,-95.311913,"Harris",3.7957087736851,"201","48","211600"
"TX","48201211700",4326,1726,4527428,0,1.748,0,29.798726,-95.307112,"Harris",4.59759475341851,"201","48","211700"
"TX","48201211800",246,99,3897881,0,1.505,0,29.793776,-95.281145,"Harris",5.79069865113216,"201","48","211800"
"TX","48201211900",6424,1521,1214434,0,0.4689,0,29.783727,-95.298387,"Harris",4.5714881923095,"201","48","211900"
"TX","48201212000",3427,940,4417429,0,1.7056,0,29.778977,-95.293912,"Harris",4.72290752379929,"201","48","212000"
"TX","48201212100",4022,1624,6659534,0,2.5713,0,29.761127,-95.276445,"Harris",5.58938646659953,"201","48","212100"
"TX","48201212200",16,2,4348289,451457,1.6789,0.1743,29.754917,-95.300087,"Harris",4.18784053793373,"201","48","212200"
"TX","48201220100",2140,745,1750353,0,0.6758,0,29.815276,-95.343613,"Harris",4.1112374103333,"201","48","220100"
"TX","48201220200",3276,1034,1286587,0,0.4968,0,29.816626,-95.364489,"Harris",3.90852709636142,"201","48","220200"
"TX","48201220300",4672,1444,1948785,0,0.7524,0,29.823826,-95.366414,"Harris",4.39768242096736,"201","48","220300"
"TX","48201220400",4701,1394,1914394,0,0.7392,0,29.833575,-95.367314,"Harris",5.06852461272067,"201","48","220400"
"TX","48201220500",5021,1932,2353193,0,0.9086,0,29.839175,-95.382691,"Harris",5.50872117515825,"201","48","220500"
"TX","48201220600",3501,1048,1644727,0,0.635,0,29.843392,-95.366957,"Harris",5.74676814668024,"201","48","220600"
"TX","48201220700",5762,1813,4177895,0,1.6131,0,29.832375,-95.347963,"Harris",5.15076606114836,"201","48","220700"
"TX","48201220800",2868,1014,1853520,0,0.7156,0,29.830175,-95.338998,"Harris",5.16972925861739,"201","48","220800"
"TX","48201220900",1859,580,1609569,0,0.6215,0,29.851575,-95.336134,"Harris",6.6219372875063,"201","48","220900"
"TX","48201221000",4754,1261,2505864,0,0.9675,0,29.858124,-95.345778,"Harris",6.91174662497723,"201","48","221000"
"TX","48201221100",3547,1002,3104944,0,1.1988,0,29.857275,-95.356898,"Harris",6.74673848620956,"201","48","221100"
"TX","48201221200",5750,1673,2472866,0,0.9548,0,29.863691,-95.372346,"Harris",7.1479840648693,"201","48","221200"
"TX","48201221300",8095,2326,3427846,0,1.3235,0,29.852875,-95.373914,"Harris",6.40433221621032,"201","48","221300"
"TX","48201221400",5620,1942,1993234,0,0.7696,0,29.853975,-95.389364,"Harris",6.5818217640066,"201","48","221400"
"TX","48201221500",6606,1995,2245027,0,0.8668,0,29.862975,-95.396364,"Harris",7.27464599118165,"201","48","221500"
"TX","48201221600",7911,2475,5795167,0,2.2375,0,29.883671,-95.399717,"Harris",8.71377297511954,"201","48","221600"
"TX","48201221700",7160,2075,5416277,0,2.0912,0,29.879412,-95.374307,"Harris",8.23647583814453,"201","48","221700"
"TX","48201221800",4132,1135,3214953,0,1.2413,0,29.879674,-95.358238,"Harris",8.27831917032629,"201","48","221800"
"TX","48201221900",4411,1267,2661234,0,1.0275,0,29.880674,-95.348346,"Harris",8.41654991766398,"201","48","221900"
"TX","48201222000",2503,661,1191606,0,0.4601,0,29.868524,-95.336653,"Harris",7.73722508909478,"201","48","222000"
"TX","48201222100",5388,1483,2340766,0,0.9038,0,29.878602,-95.334322,"Harris",8.44581524378917,"201","48","222100"
"TX","48201222200",3936,1059,3077151,0,1.1881,0,29.888673,-95.322762,"Harris",9.30592417084929,"201","48","222200"
"TX","48201222300",4107,1194,4928413,0,1.9029,0,29.893782,-95.341088,"Harris",9.38178631868587,"201","48","222300"
"TX","48201222400",8685,2618,8885614,0,3.4308,0,29.90579,-95.396303,"Harris",10.1790600715844,"201","48","222400"
"TX","48201222500",15411,4402,6190375,0,2.3901,0,29.924623,-95.395892,"Harris",11.4618956715123,"201","48","222500"
"TX","48201222600",4248,1560,3236995,0,1.2498,0,29.9349,-95.387298,"Harris",12.1095877235526,"201","48","222600"
"TX","48201222700",3472,1399,6465769,0,2.4964,0,29.935477,-95.335657,"Harris",12.2736869749402,"201","48","222700"
"TX","48201222800",3158,1035,6808510,0,2.6288,0,29.916173,-95.365722,"Harris",10.7729324655896,"201","48","222800"
"TX","48201222900",7313,2109,5814536,0,2.245,0,29.913323,-95.345663,"Harris",10.6709272428053,"201","48","222900"
"TX","48201223000",8289,2271,3879720,0,1.498,0,29.907773,-95.321412,"Harris",10.5924967895065,"201","48","223000"
"TX","48201223100",2064,641,4825752,0,1.8632,0,29.925841,-95.315976,"Harris",11.8816343594383,"201","48","223100"
"TX","48201230100",1863,710,1274140,0,0.4919,0,29.814626,-95.329963,"Harris",4.44835838180353,"201","48","230100"
"TX","48201230200",5198,2055,7660710,0,2.9578,0,29.822375,-95.307685,"Harris",5.67743813836126,"201","48","230200"
"TX","48201230300",2324,914,1753828,0,0.6772,0,29.835676,-95.311269,"Harris",6.27789701313286,"201","48","230300"
"TX","48201230400",4028,1565,2874488,0,1.1098,0,29.828961,-95.324717,"Harris",5.45915385948202,"201","48","230400"
"TX","48201230500",4270,1328,3184094,22281,1.2294,0.0086,29.848425,-95.327633,"Harris",6.59240124001784,"201","48","230500"
"TX","48201230600",2834,1038,2156352,0,0.8326,0,29.846425,-95.310237,"Harris",6.93795269106798,"201","48","230600"
"TX","48201230700",3115,1161,2619098,0,1.0112,0,29.853224,-95.312473,"Harris",7.28073313446833,"201","48","230700"
"TX","48201230800",2882,1001,1852266,0,0.7152,0,29.838794,-95.292776,"Harris",7.11952237653567,"201","48","230800"
"TX","48201230900",4282,1675,6298285,0,2.4318,0,29.817075,-95.278962,"Harris",6.70665798327474,"201","48","230900"
"TX","48201231000",4548,1505,4094623,3481,1.5809,0.0013,29.841725,-95.278761,"Harris",7.8339070274407,"201","48","231000"
"TX","48201231100",4906,1447,11199210,31875,4.324,0.0123,29.836775,-95.256915,"Harris",8.58009560096768,"201","48","231100"
"TX","48201231200",6370,1881,13921346,0,5.3751,0,29.858174,-95.24967,"Harris",9.87284797218422,"201","48","231200"
"TX","48201231300",3924,1292,4814735,0,1.859,0,29.853874,-95.273661,"Harris",8.65670831890503,"201","48","231300"
"TX","48201231400",2471,867,3364503,14683,1.299,0.0057,29.861664,-95.289787,"Harris",8.48532134890369,"201","48","231400"
"TX","48201231500",2782,950,1165967,0,0.4502,0,29.860374,-95.295335,"Harris",8.2273138361807,"201","48","231500"
"TX","48201231600",2998,1082,1673536,0,0.6462,0,29.862124,-95.307134,"Harris",7.97348425903183,"201","48","231600"
"TX","48201231700",3805,1116,4187597,0,1.6168,0,29.875424,-95.32193,"Harris",8.45506885150214,"201","48","231700"
"TX","48201231800",2643,843,2759090,0,1.0653,0,29.878333,-95.306628,"Harris",8.98946505055994,"201","48","231800"
"TX","48201231900",6968,2275,9176755,0,3.5432,0,29.880774,-95.288079,"Harris",9.65500283982275,"201","48","231900"
"TX","48201232000",3947,1287,16565908,6423,6.3961,0.0025,29.900623,-95.289711,"Harris",10.8153032399343,"201","48","232000"
"TX","48201232100",3585,1237,3168336,0,1.2233,0,29.903723,-95.305506,"Harris",10.6300284390739,"201","48","232100"
"TX","48201232200",4297,1453,19761665,0,7.63,0,29.930256,-95.28238,"Harris",12.8543530876865,"201","48","232200"
"TX","48201232300",10105,3358,36240650,36942,13.9926,0.0143,29.866474,-95.215968,"Harris",11.7757415471868,"201","48","232300"
"TX","48201232400",13271,4276,16964337,0,6.55,0,29.823847,-95.195315,"Harris",11.3358120950487,"201","48","232400"
"TX","48201232500",2759,764,11494166,7392,4.4379,0.0029,29.800859,-95.255852,"Harris",7.37719612260871,"201","48","232500"
"TX","48201232600",2932,937,6129345,0,2.3666,0,29.778376,-95.2439,"Harris",7.64305053429319,"201","48","232600"
"TX","48201232700",13209,4460,9177424,4287,3.5434,0.0017,29.779531,-95.215014,"Harris",9.36632971341414,"201","48","232700"
"TX","48201232800",5119,2178,1969421,0,0.7604,0,29.787881,-95.201285,"Harris",10.2726248463768,"201","48","232800"
"TX","48201232900",6645,2650,3298466,0,1.2735,0,29.799724,-95.196586,"Harris",10.7272447595986,"201","48","232900"
"TX","48201233000",10349,3616,3849280,0,1.4862,0,29.798126,-95.172663,"Harris",12.0951157321503,"201","48","233000"
"TX","48201233100",13521,4380,5797856,0,2.2386,0,29.780126,-95.172834,"Harris",11.8789773571017,"201","48","233100"
"TX","48201233200",5898,1939,3248536,0,1.2543,0,29.780176,-95.188908,"Harris",10.9229684832746,"201","48","233200"
"TX","48201233300",4978,1449,10793920,709804,4.1676,0.2741,29.758227,-95.205389,"Harris",9.84969564345062,"201","48","233300"
"TX","48201233400",2608,817,2609431,0,1.0075,0,29.769577,-95.241861,"Harris",7.68918634485886,"201","48","233400"
"TX","48201233500",7694,2307,2780394,0,1.0735,0,29.763327,-95.240267,"Harris",7.76069035054025,"201","48","233500"
"TX","48201233600",2257,992,3958089,0,1.5282,0,29.744726,-95.256009,"Harris",6.8979754026307,"201","48","233600"
"TX","48201233700",10593,3208,16915535,563577,6.5311,0.2176,29.738928,-95.237211,"Harris",8.07662514370238,"201","48","233700"
"TX","48201240100",2087,1570,2976770,0,1.1493,0,29.944905,-95.401491,"Harris",12.8959365252529,"201","48","240100"
"TX","48201240200",2894,899,11094513,0,4.2836,0,29.944922,-95.341521,"Harris",12.8665718004453,"201","48","240200"
"TX","48201240300",3627,1634,54499477,34441,21.0424,0.0133,29.98507,-95.313611,"Harris",15.8867780433548,"201","48","240300"
"TX","48201240400",4711,1717,21199931,0,8.1853,0,29.976553,-95.377706,"Harris",14.947582241842,"201","48","240400"
"TX","48201240500",8776,4631,4026432,0,1.5546,0,29.952858,-95.390911,"Harris",13.3642347198221,"201","48","240500"
"TX","48201240600",1561,847,2299371,0,0.8878,0,29.953873,-95.410324,"Harris",13.5934221021868,"201","48","240600"
"TX","48201240700",3632,1408,17756697,0,6.8559,0,29.999331,-95.416261,"Harris",16.7466812434233,"201","48","240700"
"TX","48201240800",7403,3517,15061766,46338,5.8154,0.0179,30.033332,-95.374494,"Harris",18.8629108988089,"201","48","240800"
"TX","48201240900",9439,3249,17968304,131607,6.9376,0.0508,30.015359,-95.295066,"Harris",18.1770317644957,"201","48","240900"
"TX","48201241000",7088,2445,17615726,73515,6.8015,0.0284,30.040827,-95.340227,"Harris",19.4583064877393,"201","48","241000"
"TX","48201241100",14726,4991,11352767,0,4.3833,0,30.051257,-95.373635,"Harris",20.099908913533,"201","48","241100"
"TX","48201241200",5927,2026,4653405,0,1.7967,0,30.045767,-95.395838,"Harris",19.7814843261902,"201","48","241200"
