"USPS","GEOID","POP00","HU00","ALAND","AWATER","ALAND_SQMI","AWATER_SQMI","INTPTLAT","INTPTLONG","COUNTY","dcbd","countycode","statecode","tract00"
"TX","48039662300",4601,1852,3465206,0,1.3379,0,29.172122,-95.424413,"Brazoria",40.7430173860214,"039","48","662300"
"TX","48039662400",5199,1892,90894065,3498207,35.0944,1.3507,29.206155,-95.374141,"Brazoria",38.2607059955316,"039","48","662400"
"TX","48039662500",2152,707,93502375,4275812,36.1015,1.6509,29.142764,-95.506398,"Brazoria",43.4225419789175,"039","48","662500"
"TX","48039662600",3480,1418,31721041,352216,12.2476,0.136,29.125571,-95.641249,"Brazoria",46.7684394936062,"039","48","662600"
"TX","48039662700",2362,900,211645367,2716004,81.7167,1.0487,29.105392,-95.764853,"Brazoria",51.0832689441431,"039","48","662700"
"TX","48039662800",6568,2616,135433386,246591,52.2911,0.0952,29.039583,-95.695977,"Brazoria",53.4943248932255,"039","48","662800"
"TX","48039662900",4666,1880,56138118,1491063,21.675,0.5757,29.056031,-95.585244,"Brazoria",50.3259136875362,"039","48","662900"
"TX","48039663000",4385,1298,60933279,1903241,23.5265,0.7348,29.018875,-95.55776,"Brazoria",52.4281729696794,"039","48","663000"
"TX","48039663100",5951,1768,88975552,12717093,34.3537,4.9101,29.078063,-95.452214,"Brazoria",47.3660078605172,"039","48","663100"
"TX","48039663200",5358,2049,4051914,110456,1.5645,0.0426,29.055683,-95.44638,"Brazoria",48.8688797360085,"039","48","663200"
"TX","48039663300",3022,1102,2515853,0,0.9714,0,29.036879,-95.441037,"Brazoria",50.1332240322135,"039","48","663300"
"TX","48039663400",6041,2784,10969383,410424,4.2353,0.1585,29.028878,-95.449925,"Brazoria",50.7318311732132,"039","48","663400"
"TX","48039663500",5640,2351,3588896,51075,1.3857,0.0197,29.027356,-95.427482,"Brazoria",50.7260354802748,"039","48","663500"
"TX","48039663600",5166,1807,5877684,238304,2.2694,0.092,29.048663,-95.428667,"Brazoria",49.2633102455812,"039","48","663600"
"TX","48039663700",2967,1238,3607099,89401,1.3927,0.0345,29.057497,-95.412407,"Brazoria",48.5933301998783,"039","48","663700"
"TX","48039663800",4470,1743,5446693,294046,2.103,0.1135,29.024656,-95.409771,"Brazoria",50.8503735280569,"039","48","663800"
"TX","48039663900",2175,892,3184736,22913,1.2296,0.0088,29.016325,-95.402442,"Brazoria",51.4062343951119,"039","48","663900"
"TX","48039664000",4640,1875,34124570,813716,13.1756,0.3142,29.03836,-95.390363,"Brazoria",49.8623327750342,"039","48","664000"
"TX","48039664100",5323,2286,186679605,18008185,72.0774,6.953,29.109635,-95.361811,"Brazoria",44.9274178619213,"039","48","664100"
"TX","48039664200",2307,1895,121688872,241739091,46.9843,93.336,28.988648,-95.320742,"Brazoria",53.360965541227,"039","48","664200"
"TX","48039664300",5452,2025,8150541,758446,3.1469,0.2928,28.968398,-95.365896,"Brazoria",54.6784812643824,"039","48","664300"
"TX","48039664400",7092,2732,75224915,109248871,29.0445,42.1812,28.941768,-95.358523,"Brazoria",56.5209226291144,"039","48","664400"
"TX","48039664500",5378,2463,337877480,76367835,130.4552,29.4858,28.961191,-95.497334,"Brazoria",55.7080047430125,"039","48","664500"
"TX","48071710100",5242,1960,120457799,8581768,46.509,3.3134,29.865024,-94.853119,"Chambers",31.7851141533399,"071","48","710100"
"TX","48071710200",7955,2977,192682846,26545125,74.3953,10.2491,29.756693,-94.855193,"Chambers",30.8433616531589,"071","48","710200"
"TX","48071710300",3144,1358,210397573,28282264,81.235,10.9198,29.817651,-94.651958,"Chambers",43.1953745110369,"071","48","710300"
"TX","48071710400",5598,2239,372420415,13549302,143.7923,5.2314,29.78375,-94.399914,"Chambers",58.1502890200011,"071","48","710400"
"TX","48071710500",4092,1802,652001641,24149260,251.7393,9.3241,29.662964,-94.61975,"Chambers",45.4762217308403,"071","48","710500"
"TX","48071710600",0,0,4255513,605128029,1.6431,233.6412,29.536425,-94.809557,"Chambers",36.9968244780827,"071","48","710600"
"TX","48157670100",9443,2671,4640869,0,1.7918,0,29.58844,-95.457969,"Fort Bend",12.9903518027241,"157","48","670100"
"TX","48157670200",7913,2375,3681833,0,1.4216,0,29.597582,-95.476164,"Fort Bend",12.919975989135,"157","48","670200"
